title,published_date,content
48 - ole social worker (43),2018-12-17 19:18:00,"I pulled another married woman from Moldova on thursday but couldn't close because she got cold feet as we got closer to her place. I didn't know she actually lived with the guy. It's a wierd situation because you don't want to call attention to the fact that she is being a piece of shit by bringing up the guy but you still need to find out logistics to plan for BS. The past is that past, always screen for logistics. Saturday I pulled an old woman from liberty. I did this with matt pupa as a wing. I wanted ot fuck both and I might have tried but alas. the other one was more attractive IMO but I went for the sure thing. I didn't think matt was going to be able to handle the other one alone and that would be the girl that would send us all packing. I closed after a few rejections. She was an interesting woman. She'd lived in romania for many years, travelled all over eastern europe, russia, and even africa doing social work. I di like old women because they have actually done shit most of the time and there is more to engage on whereas young girls are ditzy and don't even have passports. The old bishes will also more readily listen to a diatribe about the book I just read where the young girl would pipe up with somehting mid story and you'd have to let hte conversation thread derail into jokes. I will hit 50 before the end of the year. I have a date with an old middle school teacher (fuck yeah). She's 40+, maybe 50 and she teaches yoga. She isn't especially fit or attractive but hte novelty of fucking one of those women when I was young appeals to me. I want to satisy 14 year old chi who didn't know his dick from his hand. bye"
"Dear Zoey Vilasuso, (iPhone)",2011-11-11 08:00:00,"Dear Zoey Vilasuso, Honestly you were and are my dream girl. I loved saying hi to you everyday and occasionally having a conversation. Seriously, the day you said yes to go out on a date with me was probably one of the best days of my life and I will always remember it. The Saturday of that date I remember texting you that morning twice. When I didn't get a response after like 6 hours I literally cried. And I guess we drifted apart since. I hate that we don't talk anymore. Why is that? You're one of the cutest girls I've met and I wish we had gone on that date. I know I'm might not the hottest guy you've even talked to or the funniest. But give me a chance! I think my conversation skills with pretty girls has gotten better since we last talked. I just want to know what caused you to stop liking me? Was I too persistent? Was I just not good enough? Ps. I love your eyes.. For my looking into them is among my favorite experiences cheez"
should i break up with mary or be exclusive with her,2020-06-30 04:33:00,"Crazy that you're even thinking about this. The options: Keep things as they are - open relationship - need to find things to do together - need to find a way to break out of my boring logical stink that doesn't involve talking to random girls or people - need to find a way to have fun with her again - try travelling again and see if there's still a vibe for when you do that together - she should be the most important thing for me and other girls are forever secondary --> this is doable though I'm scared that one day a girl will come along that will be so pretty and cool that she'll knock mary off of the throne. Am I allowed to continue in this choice with that as a possibility? I guess technically it's not a possibility if I don't allow it but what if I want it? This is all imaginary but damn, it'a very real scenario considering that I meet someone absolutely amazing every six months or so. Break up with her - the feeling that you have of disinterest or boringness is because you are incompatible - you literally can't do anything with her at this point - meet new people, dance, go to parties - fuck you can't even comfort her when she's hurting or crying (evidenced by today when she broke down with her friends and wanted nothing to do with me for an hour or so and even after that hour, when she asked me to sleep with her and I did for 20-30 minutes, she went back to sleeping with her friend who she had been touchy with and laying with all night) - maybe she wants to continue her life as is - I'm not sure how she would respond to me saying that I'm not comfortable with her sleeping with her friends or cuddling with them in that way... maybe she would say, ""Okay, I won't do that"" but only maybe if we were in an exclusive relationship - maybe definitely she wants an exclusive relationship with me - she has rescinded sex on her side of the open relationship (so she won't have sex with the new guys she meets) and desperately wants things to be the same on my side but she'll never say what she wants or admit that. She says that she is okay with doing whatever I want. She is hanging on by a thread and keeps getting herself ready for me to walk out on her. --> If that's not something that I'm willing to give to her (sacrifice hoeing), then I must leave if I believe that she wants something that I can't give her - I think she needs a guy that will be all in on her - a guy who knows his way around women who is responsible and also fun who can make her feel special each and every day but also be so awesome and legit that she can't think of another person who she should be with - OR she needs to play the field and learn how to tell people what she wants and be assertive --> with me she is just waiting on me to lead us to something... which I guess is maybe normal for a male and female relationship - I just don't know where I can lead us anymore Become exclusive with her - maybe it's possible that you can grow together but that you both just need time to explore with each other and find the things that we actually love about each other. I don't like that she can't tell me what she loves about me - maybe this could fix her closed-off-ness and allow her to open up her heart and her feelings about me. I know someone needs to do this someday with her so why not me - again you would still need to figure out what you could do with her and what to keep separate and what to do together. How far are each of us allowed to take flirting? Can we each still meet people from dating apps? This is strikingly similar and weird to my dad and mom's relationship... He stayed with her and fought through because he pitied her or something like that, according to him. Am I staying with her out of some sense of duty because I led her down this path of feelings by inviting her on this trip in the first place? Am I staying with her because I really like her or love her or just because I can see material worth in our partnership from a business and logical standpoint? Am I staying with her because I want to or because it's easier than letting her go? 2 updates I found out after calling her time morning that her friend, the louder guy who's apartment we were in at kotelniki, was telling her that I don't care about her and that she should break up with me. He was telling her this when she was crying - maybe this was the original reason for her crying, I don't know. She said that she told him,""yes I know I know [I should break up with him] but I don't want to speak about it."" And she then changed the subject. So really she thinks that I don't care about her or she thinks that I don't care about her the same way that she cares about me and that we shouldn't be together but can't bring herself to let go of our relationship because of the feelings that she won't admit to on her side. We talked a bit extra and I talked some positivity into her life - she lost her university scholarship because she didn't call the guy that she needed to call to complete the testing so now she feels like she's stupid - at the same time she was given a promotion at her fitness club to manager and she's making sales, being a trainer, and learning how to run the business. I'm trying to keep the train on the rails by reminding her of the logic of why she didn't want to complete this degree in the first place and that with this opportunity, she has a direct path to understand how to run a fitness Club business and a route to actually being mentored into this by professionals who have been doing this for years. Now can I promote her and be in her corner as her friend, without feelings? yes. Is it possible for people to break off the physical part of the relationship while keeping the closeness? maybe. I think I can appreciate her growth from here without involving myself with the pain that my activities causes. I will continue to think. Maybe there's something we can do together - a dance class and travelling on Sundays for example, that can pave the road to a companionship that will last a longer time. Should I do it is the real question?"
i'm still tired of life but i'm somehow still going,2021-04-06 19:06:00,"found out that I lost my whole ass wallet today. I took off my pants while dancing yesterday up at the law school. left them around and could have sworn I put them in teh vehicle before I left. someone may have taken them but it makes no sense as they would have taken the backpack too. I don't even know when someone could have. in any case, the pants - the oldest jeans i own, the comb in the pockets, and the wallet in the back pocket are gone.and this is normal. and i hate myself. I have such a depth of self loathing. ironically my heart rate has stayed very low. I don't become excited by such news. I never have. I just understand that it's a fucked situation which is somehow normal for me and move on. This life. this sameness. it's boring. and the recurring archetypes - losing extremely important things and having to struggle ot replace them and in that process something comes up that requires the use of some or many of the items that were lost. I'm aware of the pattern and now I'm sitting waiting for some absolute horseshit to happen at which point I will laugh at the heavens and at my despair. I will laugh and laugh and hate my self more and hate life and all that it is and has become and then I will continue on simply out of habit. I'm re-reading the myth of sysiphus. this book fully and thoroughly describes the plight of man and the existential nonsense that is life. the absurd. I genuinely struggle to keep doing this shit everyday. I really really struggle man. and there's no one I can really talk to about this. I mean i have a therapist but what the fuck is he going to say. all of the same ass shit that you're supposed to say to a suicidal person. i would not say that I'm emotionally suicidal though. I'm genuinely tired of life. I have no hope. My mind won't let me cheat using religion. I hope for change, I hope for a better future but each day the world takes my hope and fucks it reminding me of my place therein. I've created a nostalgia toat I long for knowing that whilst back in it it will be as empty and dull as when i left it but damn it's better than pure routine and hopelessness of the absurd. This book is my bible and god I'm hoping that if can give me reason to live. Unfortunately for me, I know going into this book that the message therein is not one of hope. It's one of pure logic and insight. stay alive because logically that's the only way to life while acknowledging the absurd and keeping it alive. all other solutions are cheating the logic or cheating the bounds or the knowledge that we are limited in knowing. and god the despair. my soul flounders in the pain of looking out at the world as it is. but i keep going. as a purely logical cunt I hope that is enough to keep me going becasue god this isn't worth the trouble. it just isn't. i don't care to be the hero of some myth. in the face of meaninglessness not all is warranted but all is legitimate."
My 5 Things,2015-12-22 08:01:00,"It was recommended to me in a YouTube video that if I want to accomplish something then I have to focus on that thing. The issue is that I have so many different hobbies and interests that distract me from my main goal of learning what I want to learn and accomplishing what I want to accomplish. That is why I have to pick 5 things. 5 out of all of my goals and hobbies to focus on and get better at to become the man I want to become. The ones that I picked were: 1) Learning how to Debate 2) Game (with girls) 3) Schoolworks 4) Investing 5) Work at GE/ Dow Chemical This is my list for the beginning of next year. In the fall, I will replace work with either work on campus or TV shows/ Movies. Haven't decided and I have time to make that decision. My goals by the end of 2016 are: Have at least $10,000.00 saved in my Ally savings accound and in investments; Know how to invest and have a 401k. and IRA, or a diverse investment portfolio or ALL THREE. Be waking up early and doing pushups and brushing my teeth consecutively for the whole year..... that's a big one Get in a relationship with a woman and learn how those work also sleep only with women greater than or equal to 7 (6 of them if I can manage but 3 as the goal) Get a 4.0 in the Fall -- this is real Get a 4.0 in the Spring be able to debate spead read and flow That is all, My mind has to become a slave to my will."
The start of my writing of field reports,2019-07-08 20:49:00,I am inspired to chart my journey more heavily.
Goddamn. 2017 is over.,2018-01-05 20:39:00,"This year is finally over. I am an old man. 24 is unambiguously an adult age. My life is progressing accordingly. Full time job secured, active nebulous learning plans for coding, music, language, and travel. It's been a good year. If I was going to set a goal for this next year, it would be to keep progressing. Don't be afraid to meet new people. Stick to your calendar when it comes to a scheduled outing. Compartmentalize parts of your personality, e.g. outgoing when out in a new city and quiet and thinking when alone and coding. Practice makes perfect. It would be illusory to try to do some shit all year long but I do think you should really try to do everything at least once a week. I know you get busy but that is not a lot to ask. Women. Onto the subject that has dominated this blog and my life. Honestly, there's not much I can say on the subject already that hasn't already been said. I understand game at a deep intellectual level. I could teach the principles from memory with references to my own life. I have slept with 32 women from all different backgrounds, in different situations, in different mind states. I have accomplished a lot. I have made some of the best memories. What now? This is extremely reminiscent of last NYE post with the distinct difference being that at that time I went out regularly and got results. At year end, I feel myself wanting to go out less and less to focus on other activities that I truly enjoy. The issue is that the less you go out, the more the old insecurities, excuses and creepy behavior Prevent regression in the areas of life that you care about. Nebulous goals for 2018: Continue progress in relationships, hobbies and career. Halt regression in the hobbies and relationships that you care about."
a random girl killed her self. was thought provoking,2022-09-07 01:05:00,"some random rapper, 6000breezy, had a girl friend who killed herself yesterday or today. he released her last messsage to him. that plus scrolling through her IG was surreal because it seemed like she had so much going for her. So similar to myself except even better. family, a significant other, a business, a clothing line (maybe not crazy successful but rollin), she was in the gym etc. It’s just crazy.I read this blog and understand how close i am to that similar shit. I however would never to what she did. I would simply dissappear. no one would ever miss me because they would never find me in whatever village or place that a fucked off to. shout out to dying in siberia bruv. today was tough. not having money to do basic ass shit is retarded and annoying. it really makes me feel so inadequate and want to quit. fuck man. i sink further into my copes and then have to hop right back into work. I am even late for my class now while writing this. It’s true what she said. life doesn’t fucking pause. it doesn’t slow down and it won’t let you take a damn break even at your worst. you just have to keep going."
How to fix peter,2017-10-02 02:20:00,"You will have to start by changing his mentality towards life and women. Start with his clothes. Remove all excuses for rejection until you strip him down to who he is as a person. Clothing can’t be an excuse consciously or unconsciously. Looks, past actions, etc. all have to be ignored and beat down. Start with clothes. Move on to the basics of the approach. Give him some examples to internalize. Persuade him into trying it out and critique his performance and give him advice for the next approach. Aim for 10-20 approaches on this first day. Go with low-risk situations e.g. girls sitting on benches and sets in the lair. End with street game. End the session with a speech. Let him know that this was the first step to creating the new Peter. The biggest thing that will hold you back is your opinion of yourself. Constantly going back and remembering past failures, Evergreen, Eilish, etc. This is your ego riding up and trying to protect your mind from the potential pain of rejection. But you, you need to focus on reframing your mind towards rejection. Rejection is a new start. Your mind every time you approach a woman is this: Hmm she looks attractive, I wonder how she could fit into my life. And if she fits, she fits, and if she doesn’t, she doesn’t. Bigger picture things: I know you feel offended when I talk to you in front of others about this shit. I noticed and I won’t do it anymore. This shit will stay between you and me and if you want others to know, that will be on you to tell them. You have been groomed and indoctrinated by society to supplicate and bitch out when it comes to women. If a woman wants something, you would break your back and trip over your own dick to find a way to give it to her. This is bullshit for a number of reasons but probably the most relevant is that it does not work. At any level. It is not attractive at any level. People want what they can’t have. This is one of the many paradoxes in game that you have to walk in that you have to express that you want to please and fuck a certain girl in order for her to notice that you are interested while maintaining the air that you could give a fuck if she left you right then and there. This phenomenon is known as intent. Establishing intent free of the outcome is the essence of game. This means walking up to a girl and expressing your interest while not giving a fuck about whether she spits in your face or fucks you brains out in front of Woodburn. Get smartphone with Walmart straight talk. There is absolutely no reason why a man should be walking around with a non-smart phone in 2017. Get with the times m8. You can’t. I tried. I brought him out tonight. I am not godly enough to help this man. and he is beyond what I am capable of. I sent him with Parth over to two women who weren't too attractive but it would be good practice to get some speaking practice. I told them that I would time the interaction and come over at the 5-minute mark. Guess what this mutherF did. Parth opened and the one girl was into the interaction... Peter jump in with a ""that guy over there is timing us. He is timing the conversation."" The girl that wasn't into it then goes and walks over to a table of guys and asks them if they were the ones who were doing the timing. They were not and when she returned, he corrected her by telling them that it was me. Suffice to say, the interaction went nowhere. What is it with someone that would cause them to do that? I am literally mind boggled right now even going back and thinking about it. There is a level of self-sabotage that I am wholly unfamiliar with. I really don't understand. This is it. I cannot and I refuse to try to help someone that doesn't want it. To the point where you are actually working against me, this is a waste of my time. I truly hope that you figure this shit out sometime soon. I'm not crossing my fingers. I don't know what happened to you as a kid where you were branded a loser who is routinely disrespected by all of society but who still, regardless of critique, advice, and general life experience, continues on the same path and attitude that got him here. Do you, Peter, realize that you will die alone if you don't change your frame of mind? God damn man. God damn. but hey, I tried. I showed him at least part of a night and he showed me that he wasn't interested in changing."
Level one,2015-08-10 15:25:00,"I’m at level one Who the fuck am I. I am an assimilator. I am a shell of a person who emulates the person he is around the most. And when I am around myself the most I am finding out who I really am. Insecure as fuck. Scary insecure. I feel like there are 3 personalities floatin around in ma at any given time. First there is Chibuzor. He has always been around. That is the little kid who went through some shit. He survived some evil fucking shit under the care of bad people and somewho survived. He is also the little genius. He is the one that can sit and study for hours and hours and feel fine. He is the one that got the scholarships and the internship and the 3.5 GPA. He is the one that debated in college. I don’t like this guy though. He doesn’t know how to talkt to hirls Cheez appeared in between 5th and 6th grade this is the jokester. He is the one that tells jokes and always gets a laugh but at his own expense. He was an entertainer. He also was a groper. He would nad still does, grab or slap women’s asses sometimes tits. He likes to look at girls but not talk to them. He can handle a girl if she came onto him or if she expressed explicit interest but he could not cold approach. Chi appeared in sophomore year of college. He appeared during and after his first cold approach ever. He didn’t know who he was or what he was becoming or what he was capable of but he existed. He became a full realization in Baqltimore dufing the GE Aviation internship. Nights out in blatimoregrowing gamewise with my fellow interns. Those were and are the nights. This guy is confident as fuck. He isi a boss. He isn’t scared of shit. This is who I want to be. I don’t know if I will ever be able to abolish the other tow guys though Fuck this. I’m going to try to be Chi for at least this one last night before II try to work on the confidence of these other guys. One last time. Last day before the merger of all of the personalities will occur. The e will be no more videos. There will be no more coaching. There will only be self actualization and lone wof trips into the wild. Lone wolf trimps in to study land. Lone wolf trips into stock markets . we gon get this or we will doe. Update: I decided to just upload this as is, typos and all. I created this in the moment and I feel the way it came out is authentic."
I almost died today,2016-07-04 17:52:00,"I have had a streak of bad decisions. I have a history of making life alteringly bad decisions that affect me emotionally and financially for months if not years to come. I don't know how to stop. My brain just thinks, ""just say no to everything."" But can I realistically live like that? Haha the real question is can I continue to live with my current lifestyle, and that answer is hell no. I will die before I am 30 if I keep fucking around like this. I need to come up with a system of yes's and no's and stick to it. That way I can increase my integrity while at the same time limiting my risk. For example, this weekend I was planning on taking a trip to Cincinnati and then to Chicago. The worst risk of the trip was that I die in a car wreck. That risk is extremely heightened considering my car can't pass state inspection and I have had a history of sliding on the highway road in the rain. The answer to this weekend should have been a resounding no. Also, my license is suspended and now I will not have enough money to pay that ticket. I really should have gone back to Morgantown this weekend to pay that ticket and return the Comcast equipment that is still out. Right now, I have a ban on myself driving for pleasure. Work and lifting is all that I am allowed to do because I do not have a license. It will cost who knows how much to fix my car and the shitty part is that I am not even allowed to rent a vehicle because of a past wreck I had in an Enterprise car. I am just a confused boy running around in a grown man's world. I make ridiculous decisions and I am not going to have to live with them. The thing is I also make a lot of great decisions and a lot of other risky decisions that don't turn out bad and therefore they don't end up on my radar as a trent towards the bad. It is only the bad decisions that are scaring me straight. I want to live. I want to enjoy myself. I really need to stay at home and read all of the books that I have and learn how to be a great student before the spring. It will have to start when I get back. I have been playing too many games with my life and with my money. No more alcohol for the rest of the year. None. not a drop. I'm not drinking this weekend is wheat you will say to anyone who asks you why. No more alcohol. Going out. I am not sure where I will be in the fall but the fact of the matter is that I shouldn't be going out as much as aI am. I will say that I can only go out once every two weeks. Or twice a month. At the most. I will mark it on my desktop. and I am not allowed to buy a drink while out until I catch up on my mint budget for alcohol. I am allowed to buy clothes once every 6 months up to $200. For trips, a pros and cons list must be made and the days that you go out on the trip count towards your total for the month. If you go out three days in a row, tht means that you will be down one day to go out for the rest of the month. If I am ever thinking, I'm bored what do I do, Read. Read or study for future tests. or code. or learn french the language that you have been trying to learn for the past few years. done. ese are the restrictions that I am putting on myself on penalty of 300 dollars into my savings account upon breaking. also that is the risk of my death if I disobey these rules so that should also be incentive to follow them. I will become the fun straight edge. the cool nerd. oh also....... the actual story of my almost death is that I crashed in my car after I hydroplaned in the rain on the highway. My car did not pass inspection the day before that the mechanic told me that I needed to replace my tires because they were dry rotted."
becoming myself,2019-09-17 20:46:00,"I've decided to take the big step and go live abroad. I'm right now deciding between doing the reasonable thing and living in China and doing the unreasonable thing and living in Russia. To be fair, I have committed wholeheartedly to the Russia deal and I'm already one foot in the door. It is my dream to live in work in Russia albeit in a different financial situation It is not my dream to live or work in china though that is a means to an end when it comes to saving money and stoping the cycle of debt that I've been living in for a long time. I could move to Russia and figure out a way to grind out extra finances by working more often, teaching private english lessons, finding a freelance coding gig or teaching dance. All of those things are very doable especially with the amount of work that I will have to do... 20 hours of work a week is nothing. I would have to learn how to teach english alone but it's probably doable. I'm very tempted to go with the unreasonable option. I will communicate with the teacher a bit more and see if it can be an option to delve into this specific job further on down the line when I have some experience and some cash."
my big 5 personality tests,2017-05-07 16:13:00,"Openness Conscientiousness Extraversion Agreeableness Neuroticism Moderate Low High Low Low took 5 and this is the average (above) What does this mean? Separately: Extraversion - High · Gain energy from social situations – True to some extent. I do go into god mode after a certain amount of social interaction. Short of that though I do come out feeling drained · Enjoy being the center of attention – True. Public Speaking was my favorite class in school and all eyes on me when I’m saying or doing something awesome, is the best feeling. · Like to start conversations – True. I do it all the time · Enjoy meeting new people – True · Feel energized when around other people – True, but I definitely value my alone time. It allows me to find my center and my weirdness · Say things before thinking – I love to let words roll off my tongue. When I am in my zone, this is my favorite. I am often surprised and the fantastic, hilarious things my brain comes up with I find this relatively accurate. There are times when I feel exhausted after socializing, I do like being alone, and I sometimes find it hard to start conversations. For this trait, I think I broke my old introversion to the point where I am now different. I can remember a time where these things would definitely not apply to me. Agreeableness - Low · Little interest in others · Don’t care about other’s feelings or problems – ehh, sometimes true. · Belittle others - This is true to some extent. I do find that I often insult people’s choice in majors, ability to meet other people, political views, etc. Contrarily to all this, I do enjoy helping others succeed, especially with women. I can empathize with others but I often don’t know how to convey that empathy except through logic. Conscientiousness - Low · Dislike structure and schedules – 100% true. I do spend time creating schedules when I am on Adderall or Vyvanse but I really never follow through · Makes messes and doesn’t take care of things – True. I’ve been working on this though it has hurt a lot of relationships with roommates in the past · Fail to return things to where they belong – True, this is the main reason that I los extremely important things. · Procrastinate – Haha, literally procrastinating studying for my Separation final now · Fail to complete things they are supposed to – Untrue, I have gotten better about his and this hasn’t been an issue for a few months. It was definitely true before 2016. Neuroticism - Low · Emotionally stable – True. It takes a lot to get under my skin. I have relieved myself of most of my triggers. · Deal well with stress – True. I came to the conclusion sometime in 2015 that stressing out about things doesn’t make sense and for some reason, I never had an issue after that. · Rarely sad or depressed – Mostly true. Even my worst nights of girl hunting, I usually end up home doing something I love. · Don’t worry much – True except for relationships. And for girls, I know I just need to study more. · Very relaxed – I’m not wired often if that’s the opposite of relaxed. - Don’t view the world as a set of threats Openness - Moderate · Moderate - Semi-creative · Moderate - Ambivalent to change · High - I like trying new things · High - I like new Ideas/concepts - Talk to me about ideas or aesthetics. Jordan B Peterson Speech 1. High Agreeableness – describe success in their lives by the intimate relationships they’ve had 2. Introverted vs Extroverted – you don’t want someone too far in the same direction 3. Disagreeable vs agreeable – Agreeable people will say whatever they think will make the other person like them. The disagreeable person will be found as harsh and unpleasant and the agreeable person will be found as wishy-washy and unable to put up for themselves. Women are more agreeable than men. 4. Conscientious – High conscientiousness is equal to being industrious and industrious people can’t stand doing nothing. Hard workers have this trait. High conscientious people won’t get along with me since I am so low in this trait. They will become annoyed by a mess before I get annoyed. Women are more conscientious than men. Conclusions I don’t think that I am actually extroverted. I’m a practiced extrovert. I have been noticing the way that I interact with people and what I feel when I am in the bar. I don’t generally like being out and talking to new people. I would rather not and I probably wouldn’t if I didn’t have sex drive. When I answer the questions on the personality test, I answer as I would as the person that I want to be most of the time. I noticed this issue early on and I fixed. I know how to get control over my emotions and keep going, despite the stress and bad feelings."
,2018-12-14 15:05:00,New York Pizza is open late 3AM Thursday - Sunday BostonIHOP Brighton is 24 hours BrightonDumpling Kingdom is Open till 3AM Allston New York Pizza will get pretty busy once venues empty out.
​👿Shadows (iPhone),2011-11-20 20:00:00,​👿Shadows (hook) ☔verse one☔ I found u in the shadows and now I am in the light But i remember When I was lonely when I used to curse you out of spite I walked through life on the path called the easy wide right But at my lowest point I thought of what my mother told me the other night She said cheez I know u lost and nobody feels you But that gin an Jane only dulls pain for a second or too try god out What if he actually is real He's changed my life completely and I no longer steal So many years with him. he protects me when I minaj With out him I woulda totaled our '99 dodge Without him you would have tons of half brothers n sisters Without him I would still be with Satan's whispers But now I'm good I've reserved a spot on the heaven carriage Ha and rewards are great like having all ur hurts bandaged After some thought I did as she suggested and since there has been no more additions to my criminal record (hook) 💔verse two💔 Girl since we broke up you've really gone south Can't even go one day without a guy giving u mouth to mouth Down south in the region they call the netherlands so many people down here might as well call em china pants But instead of strarin at this gun in your hand Wondering that if u were to die would you go to heaven or a cursed land U can be sure yeah I said that u can be sure All u gotta do is invite Jesus into your core Some think it's fiction but this isn't what I'd call lore This is as real as the sand or the shells on the seashore I know u In a lurch but all u gotta do is find a good church I know u think u bad but I've definitely done worse Please make the decision before u end up in the hearse Let god come and heal all the break and hurts But it does mean no more cursing and No sex before marriage Thats A small price to pay compared to the burden that he(Jesus) carried (hook) 💿verse three💿 RL Or would they say that this was a grand man Who took his own life and it was all part of his plan Without him I would be hallucinating on some foreign stage an To see if anyone really cared and if anyone would ever listen to his music even if it never aired on the radio
26 - I'm game best alone,2017-03-09 11:11:00,"roster modification summer 16 - fucked tinder broad in her car after taking her to Thursday salsa nightspring 17 - fucked 30 yr old in cinci, fucked 29 year old in St. Louis on Wednesday that puts me at 26.i need to get retested and also I need to stop fucking w no condom. It really is better but damn I can't afford to be havin kids out here. I know who I am alone. That gives me the value over all of these old broads. These younger ones are going to be the issue. Crack back into the group that you've always struggled with. I've proved beyond any doubt that above 28 is easy. Yes"
god help me,2020-01-31 15:04:00,"social media is good and bad for me it's good because it has a lot of inspiring stories and people and it really shows you were you can go if you work hard, stay consistent and get lucky. that said, inspiring can easily become jealousy or something even worse - feeling that you aren't good enough or talented enough to make it in the thing that you are trying to do. the biggest issue is that i don't fucking know what the fuck i want to do or be. i agree with tim in that not everyone is special but at the same time, what does that mean for me? on one level, i wish i had grown up in a simpler time - either go to war or go to a damn factory, marry the first girl that likes you back, raise kids and die. it's fucking simple. here i am now with no idea of how ot move forward with the big lofty ideas in my head. it sucks. i'm actually not allowed to think because the risk of drifting into some bullshit daydream of riches and fame is too high. the road here was not easy and the road to continue will not be easy either - so what now? Make music? DJ? Teach english? Help run a modeling agency? Do youtube? in what capacity? these are the things on my mind. it's disgusting to look at if i'm being perfectly honest. I would give myself very specific advice if I was someone else - but how should i proceed now as the person that I am today? Like 50 cent said in his star acceptance speech, when i got into film and tv i didn't really know what I was doing but sometimes you just gotta do shit. today 20 min at home workout 10-20 min abs workout write song with guitar (in russian) 1 hour using yummy live chords learn russian 1h"
x,2025-03-31 22:54:00,"i feel toughroughi feel like i am not leaening form my mistakes. i hate vibe coding. it's extremely frustrating and it leads dto me hating myself and how far or nont far iv'e come. the truth is it's fucking hard to make a performant table in production. that's all. i'ts fucking hard. and i'm trying to shortcut it and it's not fucking working. the methods i'm using simply aren't working.and i'm frustrated. i want to cryalso im somehow still talking to klaudija. idk we made up the other day.. well i made up to her. and anyway, i'm a masochist. pure simple and plain. i'm a masochist. that's all. idk what ele there is for me here other than self hate and misery. i can't stand the fact that i'm doing this. this is one of those days that man i don't ant to be here. i fucking hate myself and i hate everything. i'm not confident. i don't think i can win. i'm behind. i just . man i'm just done. fuck me. what's the fuck. and the worst part, and the worst part is taht i can be successful. that's probably the worst thing. i think i talked about ti before. when you don't know, anything you at least have the deniablilty of that. when you konw something it feels like you are just constantly stabbing yourself in the heart and the head over and over and over for the fucking love of it. and for why?? FOR FUCKING WHYYYYYY BROi lierally don't konw. i don't know the goal. there is no fucking prize. money? who cares. Girls? fuck them. AI? maybe but even that feels like i'm just too slow. jsut a little too little and too late. too littler and too late. fuck. i'm tired. i'll nap for a few mins and try again. idk what i'm suppposed to do there. i think ultimately this thing might be too difficult for me. and i'll have to quit."
oop did i never put up my last two? jessica kong & jaimie lafler 99 & 100,2022-06-09 19:39:00,i met jessica on hinge and jaimie on bumble both in seattle. it's been 3 months since I've had sex.
